,tweet,directed,original_score,dt2_pred,roberta_pred,final_roberta_pred
736,Really tempted to get the iPad 2 #sxsw,iPad,2.0,1,2,2
644,@mention multiple ipad 2's?? while at #sxsw? you crazy!,,1.0,1,1,1
129,Just put my first sticker on my mac after signing up for the @mention iPhone beta at  #sxsw  {link},,1.0,1,2,2
659,"Just got my hand on the ipad 2 at #sxsw. Mixed feelings on the magnetic cover, but overall, a great improvemnt.",iPad,2.0,2,2,2
1268,Just got my iPad 2 courtesy of the pop up store in Austin!! Yay for #sxsw allowing the amount of available iPads to rise!,iPad,2.0,1,2,2
1287,"Up next in 5: GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",,1.0,1,1,2
934,There's an app for that - What you think of the goings-ons at #SXSW through an iPad - Hollergram {link},,1.0,1,1,1
37,"Arrived in Austin for #SXSW. Our hotel room is B.Y.O.A.P. (bring your own Apple products). My MBP, wife's iMac, iPad.",,1.0,1,2,2
661,Mike Tyson coming to a phone near you - {link} #iPhone #SXSW #VideoGames #Tyson #art  #cartoon,,1.0,1,1,1
413,"&quot;When I want to buy a new Apple device I stand in the line behind you, cause Steve doesn't FedEx me every new product :)&quot; by Kawasaki #SXSW",,1.0,1,2,2
946,#sxsw tron iPad app is very swish - behind the scenes footage &amp; directors notes that syncs to blueray playing film,iPad or iPhone App,2.0,1,1,1
19,My Verizon iPhone is kicking hairy butts at SXSW.  How's your AT&amp;T phone doing?  :-D  #SXSW,iPhone,2.0,1,2,2
344,Lisa Cohen just announced that @mention will have an iphone app out this month. Sweet! #comCom #SXSW,iPad or iPhone App,2.0,1,2,2
1026,Mike Tyson launched iPhone game @mention #SXSW {link} #tech #news {link},,2.0,1,1,1
595,RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,2
151,RT@mention t's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,2.0,1,2,2
632,Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,iPad or iPhone App,2.0,1,2,2
1269,"RT@mention What's going on at #sxsw today? Share photos, video with iReport: {link} or through #CNN iPhone app!",iPad or iPhone App,2.0,1,1,1
72,Go here on your iphone to get txts of the 5 best #SXSW apps: {link},,1.0,1,2,2
1196,"No, I didn't get an iPad 2 :( No, I'm not at #sxsw :( Yes, I am depressed :(",iPad,2.0,1,0,0
1130,"Grouped{in} nice app for groups, aber leider nur fМ_r iPhone.  {link} #sxsw",iPad or iPhone App,2.0,2,2,2
259,iPad 2 sync complete! I'm live! #livingthedream #sxsw,iPad,2.0,1,2,2
664,James Franco is going over notes for his #SXSW speech iPad 2 vs Android Vs World. He got an iPad days ago but feels like an expert already.,iPad,2.0,1,2,2
138,"Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",iPad or iPhone App,2.0,2,2,2
616,Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw,iPad,2.0,1,2,2
1342,Man panhandling for an iPad 2 at SXSW. What‰ЫЄs the world coming to? #iPad #apple #tablet #SXSW,iPad,0.0,1,1,2
1159,Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,,2.0,1,2,2
376,Does anyone know the name of the tv experience sharing iphone app mentioned at &quot;the last broadcast&quot; panel? #sxsw thanks!,,1.0,1,1,1
667,"Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",,1.0,1,2,2
436,iPad 2 line stretching around the block #sxsw,,1.0,1,1,1
1133,Turn iPhone to landscape on the @mention web app for details on the #SXSW cartridge contest!,,1.0,1,1,1
750,"At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",,1.0,1,1,1
991,@mention New iPad Apps For #SpeechTherapy And Communication Are Showcased At The #SXSW Conference {link} #iear #edchat #asd,,1.0,1,1,1
80,#sxsw I knew this would happen when the iPad 2 launched. Actually really funny when IRL... {link},,1.0,1,2,2
245,My fancy new Verizon 4g BB card keeps dropping.  AT&amp;T iPhone has been rock-steady at #SXSW.  #gofigure,,1.0,1,2,2
905,DownLoading #TheRocksReport and the new iPhone Software b4 we hit the road to #SxSW,,1.0,1,1,1
1057,Downloading innovative immersive history lesson &quot;Operation Ajax&quot; at #SXSW - take a look @mention (if got ipad),,1.0,1,2,2
899,OK visiting that! @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1.0,1,2,2
401,Who's going to the Apple pop-up shop on Congress Avenue on Friday? #SXSW,,1.0,1,2,2
556,#iPad being unloaded at #sxsw popup store. Awesome! {link},iPad,2.0,2,2,2
17,Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw,,1.0,2,2,2
397,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,Apple,2.0,2,2,2
1239,Apple opening a temporary 2-week store at #SxSW just to make it easier to get iPad2 for geeks attending the conference {link},,1.0,1,2,2
643,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Apple,2.0,2,2,2
695,Apple Opening Pop-Up Store in Austin (Sixth &amp; Congress) for #SXSW {link} #iPad2,,1.0,1,2,2
414,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},iPad,2.0,1,2,2
240,Apple Opening Pop-Up Store In Austin For SXSW {link} #Apple #AppleApple #SXSW,,1.0,1,2,2
666,Apple opening temp store Friday at 6th &amp; Congress during #sxsw {link},,1.0,1,2,2
483,apple opening temporary pop-up store in Austin for #SXSW and iPad 2 launch {link},,1.0,1,1,1
163,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,2.0,1,2,2
715,Who's #winning #SXSW the day before it even begins? Apple - {link} /@mention,,1.0,2,1,1
284,That's funny. Think I see you everywhere RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,,1.0,1,2,2
189,@mention no need there is an apple popup store walking distance from #sxsw now!,,1.0,1,2,2
188,"@mention no, apple set up shop downtown for #sxsw",,1.0,1,1,1
112,"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",iPad,0.0,1,1,1
1182,"@mention Not sure why you @mention me 4this. I don't have an iPhone or recommend apps. #SXSW Oh, &amp; you don't follow me, either? WTH..?",,1.0,1,0,0
1345,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,2.0,1,1,1
1102,I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,2.0,1,0,0
1076,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,2.0,2,2,2
848,"Apple opens #sxsw pop-up store in Austin, TX - {link}",,1.0,1,2,2
571,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,iPad,2.0,1,1,1
1186,"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Apple,2.0,1,2,2
1176,"#SXSW: Mint Talks Mobile App Development Challenges, Teases New iPad App {link}",,1.0,1,1,1
105,iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,iPad,2.0,2,2,2
1303,"Also, @mention and @mention will be in Austin at #SXSW this weekend. Feel free to ping them if you want to talk iPad.",,1.0,1,2,2
491,&quot;@mention Apple Store has had a line down the block all week long at #sxsw amazing&quot; @mention I have footage @mention,,1.0,1,2,2
26,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,2.0,2,2,2
523,"#SXSW @mention downloaded the torrent, need to put it on my iPhone",,1.0,1,1,1
1129,"&quot;@mention Hoot New Blog post:HootSuite Mobile for #SXSW~Updates for iPhone,BBerry,Android {link} @mention",,1.0,1,1,1
5,&quot;@mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,1.0,1,2,2
1023,&quot;@mention Register for our private beta and to win an Apple TV during  #SXSW! Visit {link} for details&quot;,,1.0,1,2,2
43,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,2.0,1,0,0
321,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,2.0,1,2,1
708,If your into iPhone photography check out this @mention printer at #sxsw #instaprint {link},,1.0,1,1,1
1289,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,2.0,1,2,2
671,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,2.0,1,2,2
222,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,2.0,2,2,2
833,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,2.0,1,2,2
218,Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,,2.0,1,2,2
910,"He came to my school last Thursday, on Febuary the {link} iPad #sxsw",,1.0,1,1,1
247,Found a road dawg to check out this iPad store #sxsw @mention,iPad,2.0,1,2,2
303,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,2.0,2,2,2
1258,the 35 #socialmedia and #music stories you may have missed this weekend {link} via @mention #sxsw #ipad2 #iphone,,1.0,1,1,1
169,Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,0.0,1,0,0
675,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,2.0,2,2,2
12,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,2.0,1,2,2
120,millions of iPhone cases at #SXSW trade show but can any of them double as shuffleboard wax sprinklers? I think not. #fail (CC @mention,,1.0,1,0,0
445,"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",,0.0,1,1,1
242,At Microsoft lounge 4th floor. First 5 iPhone / Android developers to stop by before 2:45 get free entry into Windows Phone MP ($99) #sxsw,,1.0,1,2,2
63,@mention oh hey i remember that :) didn't even bring my laptop to #SXSW panels. iPad 4 life,iPad,2.0,2,1,1
716,Are you going to #SXSW in Austin and want to win an iPad. Mindjet is giving one away. Here are the details: {link},,1.0,1,2,1
701,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,2.0,1,2,2
575,are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,,1.0,1,2,2
288,Will be going to the WordPress #sxsw BBQ instead of standing in line for an ipad. Wondering if apple.com will deliver to non-billing addr?,,1.0,1,1,1
828,When I look at crowd at #SXSW everyone has head down looking at iPad or phone. Only place where socially awkward is &quot;cool&quot;. :-/,iPad,2.0,2,0,1
1306,Put that old gen 1 iPad down! #sxsw,,1.0,1,1,1
170,Latest from Moose Tracker - Apple creates a pop-up store in downtown Austin to showcase the new iPad 2. {link} #SXSW,,1.0,1,2,2
1193,RT @mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,2.0,1,2,2
476,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,,1.0,1,1,1
275,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,2.0,1,2,2
819,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,2.0,2,2,2
581,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",iPad or iPhone App,2.0,1,2,2
197,RT @mention ‰ЫП@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,2.0,2,2,2
318,"RT @mention ‰ЫП@mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",,1.0,1,1,1
46,RT @mention {link} This is insane... Even more of a reason to go to SXSW #SXSW #Appletogo,,1.0,2,2,2
756,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",iPad or iPhone App,2.0,1,2,2
1043,RT @mention @mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,,1.0,1,2,1
694,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2.0,2,2,1
501,RT @mention @mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW,,1.0,1,1,1
1327,RT @mention @mention and @mention open up a 64GB 3G iPad 2 - Unboxing and first look - @mention #ipad2 #ipad #apple {link} via @webdoc #sxsw,,1.0,1,2,2
387,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Apple,2.0,1,2,2
869,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,2.0,1,2,2
1098,RT @mention @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,,1.0,1,1,2
409,RT @mention @mention Help us get the word out about our #sxsw party featuring @mention and our iPad2 giveaway? {link},,1.0,1,2,1
1296,"RT @mention @mention I agree ‰ЫУ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,2.0,1,2,2
457,RT @mention @mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,,1.0,1,1,1
916,RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,2.0,1,0,0
838,"RT @mention @mention Who said you won't be able to get the iPad 2 at #SXSW? 

Apple is opening a pop-u‰Ы_ (cont) {link}",,1.0,1,1,1
717,"RT @mention @mention Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D #pushio #sxsw #ipad",,1.0,1,2,2
627,RT @mention &quot;@mention - #Apple is the classiest fascist company in America. Really elegant.&quot; #sxsw #rji,Apple,0.0,1,2,2
1113,RT @mention &quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,,1.0,1,0,1
1220,"RT @mention &quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",,1.0,1,0,0
1120,RT @mention #Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: {link} #Austin #Atx #Austinbusiness,,1.0,1,2,2
276,RT @mention #Apple to Hawk iPad 2 at #SXSW Festival Popup Store!  {link}  by @mention,Apple,2.0,1,2,2
719,"RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress еЗ Austin Details {link}",iPad,2.0,1,2,2
1203,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,iPad or iPhone App,2.0,1,2,2
956,RT @mention #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800,,1.0,1,1,1
522,RT @mention #SXSW crowd swarms for iPad 2 launch {link} via @mention,,1.0,1,1,1
1284,"RT @mention #SXSW quote of the day on iPad interface design: &quot;...If not relatable, discoverable.&quot; #iPad #digital",,1.0,1,1,1
365,RT @mention #sxsw today = @mention &amp; his iphone game and @mention &amp; @mention More and more a celeb/brand destination. #marketing,,1.0,1,2,2
1270,"RT @mention #SXSW Tradeshow floor: Engage w/ our multi-touch interactive wall, take part in an Augmented Reality in 3D and enter to win an iPad.",,1.0,1,2,2
1242,"RT @mention #sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",,1.0,1,2,2
130,RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,iPad,0.0,1,2,2
1247,RT @mention 1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,,1.0,1,2,1
108,RT @mention 4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,,1.0,2,2,2
544,"RT @mention 95% of iPhone and Droid apps have less than 1,000 downloads total. #SXSW",,1.0,1,1,1
268,"RT @mention 97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",,1.0,1,1,1
858,RT @mention A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig,,1.0,1,1,1
149,RT @mention About to see how indie game development for the iPhone is going /cc @mention #sxsw,,1.0,1,1,1
265,RT @mention Abt to surprise customer waiting in line at Apple store in Austin for #iPad 2 with an @mention ! #SXSW #cbatsxsw / Awesome,iPad,2.0,1,2,2
984,RT @mention Agreed ‰ЫУ Novelty of #iPad news #apps fades fast among digital delegates ‰ЫУ {link}  #media #SXSW (via @mention,iPad or iPhone App,0.0,0,1,1
1128,RT @mention Any iPad djs here? Need one for 3am Tuesday- Douche bags need not apply- #sxsw,,1.0,1,1,1
1055,RT @mention Anyone know if #SXSW Apple Store still has iPads?,,1.0,1,1,1
626,RT @mention Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,,1.0,1,1,1
686,RT @mention App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad. Exist?,,1.0,1,1,1
968,RT @mention apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.,,1.0,1,1,1
516,RT @mention Apple &quot;Pops Up&quot; Store for SXSW Event {link} via @mention #sxsw,,1.0,1,1,1
225,RT @mention Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,0.0,1,0,0
668,RT @mention Apple has two Austin-area retail locations but in anticipation of all the gadget ...  #ipad #sxsw #gadgets {link} ...,,1.0,1,2,2
3,"RT @mention Apple heads to SXSW, sets up temporary store in Austin - {link} &lt;&lt; can anyone confirm this? #nisxsw #sxsw #ipad2",,1.0,1,1,1
1281,RT @mention Apple is opening a store at #SXSW.   {link},,1.0,1,2,1
786,RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention @mention #awesome,,1.0,1,2,2
81,RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch  {link},,1.0,1,2,2
473,RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1.0,1,2,2
1252,RT @mention Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,Apple,2.0,2,2,2
728,"RT @mention Apple opened a pop-up store at #SXSW for the release of the iPad 2, &amp; it was quite a scene. GEEK POWER! {link}",iPad,2.0,1,2,2
1297,RT @mention Apple opening popup store for iPad launch in downtown Austin during #SXSW {link} via @mention,Apple,2.0,1,1,2
213,"RT @mention Apple plans to Keep Austin Wired, opening a pop-up Apple store just for #SXSW {link}",,1.0,1,2,2
630,RT @mention Apple set to open popup shop in Austin (6th &amp; Con) for SXSW {link} via @mention #sxsw #sxswprsa #prsa,,1.0,1,1,1
782,RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple #ipad #retail,,1.0,1,2,2
903,"RT @mention Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential‰Ы_ {link} #socialmedia #ipad",,1.0,1,2,2
317,RT @mention Apple sets up temporary Austin store to serve the hordes of iPad 2 purchasers at #sxsw {link},,1.0,1,2,1
68,RT @mention Apple to open temporary store for #SXSW. Interesting.  {link},Apple,2.0,1,2,2
896,"RT @mention Apple. Intel. Genentech. Atari. Cisco...&quot;Something Ventured,&quot; traces the risk takers who wrote checks: {link} #SXSW",,1.0,1,1,1
1275,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,0.0,1,0,1
1265,"RT @mention At #sxsw apple has 99% marketshare, not seeing much linux.",,1.0,1,1,1
152,"RT @mention At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app",iPad or iPhone App,2.0,1,2,1
714,RT @mention At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},,1.0,1,1,1
1226,"RT @mention At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",,1.0,1,1,1
76,"RT @mention Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",,1.0,1,0,0
1201,RT @mention Awesome! First day of #SXSW and #Apple just approved our new app!!! Go and download it now and check our blog for &quot;Big Stereo&quot; #ipad2,iPad or iPhone App,2.0,2,2,2
741,RT @mention Bad news update: the pop-up Apple Store is out of iPads! Not sure if they will have more by tomorrow. #SXSW,,1.0,1,0,0
172,RT @mention Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,,1.0,2,2,2
1206,"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,2.0,2,2,2
273,"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",,2.0,1,2,2
326,RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,,1.0,1,1,2
770,RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,1.0,0,2,2
594,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,,1.0,0,2,2
393,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,,1.0,1,2,2
94,"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",,2.0,1,2,2
737,"RT @mention By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",,1.0,1,2,2
603,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this,,1.0,1,1,1
1211,RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //,,1.0,1,1,1
229,RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity,,1.0,1,1,1
285,"RT @mention Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,1.0,1,1,1
145,RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,2.0,2,2,2
662,RT @mention Check out Your Mom Has an iPad: Designing for Boomers at SXSW.{link} #SXSW,,1.0,1,1,1
1018,"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",iPhone,2.0,1,2,2
400,RT @mention Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,,1.0,1,2,2
128,RT @mention Come check out @mention iPad App demos at #ARM's #SXSWparty on Mon! {link} #SXSW #SXSW2011,,1.0,1,1,2
373,"RT @mention Contactless iPhone payment system being trialled by Visa &amp; ANZ Bank, due to Apple boycotting existing NFC {link} #SXSW",,1.0,1,1,1
1123,RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2,Apple,2.0,2,2,2
872,RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},iPad or iPhone App,2.0,1,2,2
974,"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,0.0,1,2,2
612,"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,2.0,1,2,1
972,RT @mention eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw,,1.0,1,0,0
536,RT @mention Fantasy Bracket Challenge &amp; iPad 2 GiveAway {link} via #constantcontact #SXSW #MarchMadness #SelectionSunday,,1.0,1,1,1
815,"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",iPad,0.0,1,0,0
328,RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,iPad or iPhone App,2.0,1,2,2
593,"RT‰ЫП@mention Fret not, iPhone owners. Apple to open temporary store at #SXSW. {link} via @mention",,1.0,1,1,1
702,"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",iPad,2.0,1,2,2
361,RT @mention Going to #SXSW? Checkin with friends while you‰ЫЄre in Austin with these location-based apps. {link} #iPhone,,1.0,1,1,1
101,RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,,1.0,1,2,2
829,RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp #mobile,iPad or iPhone App,2.0,1,2,2
752,"RT @mention Good morning, #SXSW. What r u talking abt on Twitter now according to @mention @mention ipad design, geogames and design headaches",,1.0,1,1,1
509,RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,iPad or iPhone App,2.0,1,2,2
1090,RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,,2.0,1,2,2
79,RT @mention Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,2.0,2,2,2
1317,RT @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,,1.0,1,1,1
1063,RT @mention Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,iPad,2.0,1,2,2
22,RT @mention Having so much fun handing out chances to win 2 Audi cars with @mention #SXSW  (@mention Apple Store SXSW) {link},,1.0,1,2,2
1042,"RT @mention HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",,1.0,1,2,2
1204,RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],,1.0,1,2,2
419,RT @mention heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,1.0,1,1,2
1200,RT @mention Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,iPad,2.0,1,2,2
785,"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  (Sure...)",,1.0,2,2,2
596,"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",,1.0,1,2,2
561,"RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",,1.0,1,2,2
